CustomerID,TotalSpend,AvgSpend,SpendStd,TotalQuantity,AvgQuantity,TransactionCount,anomaly,risk_score
12346.0,77183.6,77183.6,0.0,74215,74215.0,1,-1,3.2322094947636213
12347.0,4310.0,23.681318681318682,23.28990231050118,2458,13.505494505494505,182,1,86.7052721169845
12348.0,1797.24,57.97548387096774,48.51485730087981,2341,75.51612903225806,31,1,72.66724547730705
12349.0,1757.55,24.076027397260273,34.655912704589504,631,8.643835616438356,73,1,93.33632812622427
12350.0,334.4,19.670588235294115,7.275538185065964,197,11.588235294117647,17,1,99.65697881065778
12352.0,2506.04,29.482823529411764,51.68790029756352,536,6.305882352941176,85,1,87.03770044256767
12353.0,89.0,22.25,12.215427404174878,20,5.0,4,1,96.02325872791077
12354.0,1079.4,18.610344827586207,8.679742086377074,530,9.137931034482758,58,1,97.6179056100079
12355.0,459.4,35.33846153846154,29.70352219466962,240,18.46153846153846,13,1,94.17698582424012
12356.0,2811.43,47.65135593220339,48.5722968956169,1591,26.966101694915253,59,1,85.39360254556203
12357.0,6207.67,47.38679389312977,39.56476161876249,2708,20.671755725190838,131,1,76.31356857549207
12358.0,1168.06,61.47684210526315,52.27752321904825,248,13.052631578947368,19,1,87.94475758031341
12359.0,6372.58,25.695887096774193,31.33620817089572,1622,6.540322580645161,248,1,78.06990496068109
12360.0,2662.06,20.63612403100775,21.39461772670865,1165,9.031007751937985,129,1,93.26126069266469
12361.0,189.9,18.990000000000002,3.280396317520186,91,9.1,10,1,97.62955356312655
12362.0,5226.23,19.647481203007516,9.664671282056695,2229,8.3796992481203,266,1,83.0521717739269
12363.0,552.0,24.0,15.751238912311859,408,17.73913043478261,23,1,96.14618234380332
12364.0,1313.1,15.448235294117646,8.910810071730502,1506,17.71764705882353,85,1,93.57915556659886
12365.0,641.38,29.153636363636362,65.1966351414414,174,7.909090909090909,22,1,88.71359749828105
12367.0,168.9,15.354545454545455,5.648958069655612,173,15.727272727272727,11,1,96.76739475646094
12370.0,3545.69,21.231676646706585,21.116236420001904,2353,14.089820359281438,167,1,89.11702677944996
12371.0,1887.96,29.96761904761905,44.277857887191665,591,9.380952380952381,63,1,91.73505759309259
12372.0,1298.04,24.962307692307693,16.38258168926466,794,15.26923076923077,52,1,96.11712745139388
12373.0,364.6,26.042857142857144,10.26028296848613,197,14.071428571428571,14,1,97.86993131177447
12374.0,742.9300000000001,22.513030303030305,19.77401063973374,342,10.363636363636363,33,1,98.4366761167182
12375.0,457.5,26.91176470588235,14.672205115154863,178,10.470588235294118,17,1,98.31671985980819
12377.0,1628.12,21.144415584415583,15.531661592534688,944,12.25974025974026,77,1,97.05260760757726
12378.0,4008.62,18.30420091324201,8.958342412809236,2529,11.547945205479452,219,1,88.29794016045302
12379.0,852.24,21.306,12.201029969133439,407,10.175,40,1,98.46813420377723
12380.0,2724.81,26.200096153846154,27.08885288224848,1127,10.836538461538462,104,1,92.76500221509285
12381.0,1845.31,21.21045977011494,25.892950235134975,808,9.28735632183908,87,1,94.99685719969082
12383.0,1850.56,18.69252525252525,12.680055152091024,1532,15.474747474747474,99,1,94.78789032668067
12384.0,585.27,21.676666666666666,17.295302608156128,126,4.666666666666667,27,1,97.38958227158403
12386.0,401.9,40.19,22.821064830546362,354,35.4,10,1,89.64913079785511
12388.0,2780.66,27.8066,16.84279813241532,1462,14.62,100,1,93.42668582779392
12390.0,549.84,17.1825,7.172142344268664,353,11.03125,32,1,99.33135697916317
12391.0,460.89,4.6089,5.523439108549907,300,3.0,100,1,95.33067862387965
12393.0,1582.6000000000001,24.728125000000002,18.045403220237354,816,12.75,64,1,96.1354103991299
12394.0,1272.48,47.12888888888889,64.92458923381407,819,30.333333333333332,27,1,84.6476857049815
12395.0,3018.63,19.350192307692307,12.640153861413182,2118,13.576923076923077,156,1,91.50898067411804
12397.0,2409.9,19.126190476190477,15.703009487720134,1263,10.023809523809524,126,1,94.92025097853308
12398.0,1635.6599999999999,19.24305882352941,22.43008874276701,1394,16.4,85,1,94.23540563462826
12399.0,1108.65,18.790677966101697,10.491168020243927,1178,19.966101694915253,59,1,94.18065635844599
12401.0,84.3,16.86,5.419340365764086,11,2.2,5,1,94.05634056722916
12402.0,225.6,20.509090909090908,7.2340105813379285,94,8.545454545454545,11,1,98.59369367165934
12403.0,427.7,85.53999999999999,64.97959679776415,96,19.2,5,1,81.9820765392021
12405.0,1710.39,31.67388888888889,42.769103308331616,857,15.87037037037037,54,1,90.84066634784938
12406.0,3415.3,32.52666666666667,23.678103145939364,1818,17.314285714285713,105,1,88.12180877788343
12407.0,1708.1200000000001,22.183376623376624,16.695276404955607,1416,18.38961038961039,77,1,93.53329030186761
12408.0,2888.55,27.51,24.172746971617563,1409,13.41904761904762,105,1,92.28425267503883
12409.0,11072.67,101.58412844036697,61.50616794139595,5551,50.92660550458716,109,1,55.6140007060163
12410.0,693.3299999999999,26.666538461538458,28.210280245656218,211,8.115384615384615,26,1,96.45150636068578
12412.0,1226.88,20.112786885245903,12.510621638051878,829,13.59016393442623,61,1,96.65438066869649
12413.0,758.1,19.95,10.267213627643855,286,7.526315789473684,38,1,98.73798368197228
12414.0,562.41,31.244999999999997,18.57288607241275,300,16.666666666666668,18,1,95.94925282483655
12415.0,124914.53,174.95032212885152,181.1023956131187,77374,108.36694677871148,714,-1,12.041762986410227
12417.0,3649.1,19.005729166666665,11.076127647062123,1552,8.083333333333334,192,1,88.5989037181573
12418.0,668.58,19.664117647058823,16.13403350302239,407,11.970588235294118,34,1,99.33579409251792
12420.0,600.39,20.70310344827586,9.201862041164851,345,11.89655172413793,29,1,99.40854331827119
12421.0,807.04,17.93422222222222,11.561200883065126,484,10.755555555555556,45,1,98.9695322445753
12422.0,803.5600000000001,20.604102564102565,17.520070403299535,370,9.487179487179487,39,1,97.8969081659589
12423.0,1859.31,14.87448,7.838852929581782,1339,10.712,125,1,94.48226792297858
12424.0,1760.96,58.69866666666667,62.474226064024606,740,24.666666666666668,30,1,84.81211143088203
12425.0,777.2,21.58888888888889,14.685976941632408,496,13.777777777777779,36,1,98.14808030559026
12426.0,582.73,19.424333333333333,11.490219434096032,258,8.6,30,1,99.77085149135469
12427.0,825.8,26.638709677419353,17.504324559364463,533,17.193548387096776,31,1,95.98321911253835
12428.0,7956.46,27.062789115646257,43.42766763742172,3536,12.02721088435374,294,1,69.04391631678412
12429.0,3750.4,38.66391752577319,35.84802256740429,1557,16.051546391752577,97,1,86.79591606122027
12430.0,256.4,23.30909090909091,14.033241574593845,117,10.636363636363637,11,1,98.53448858097822
12431.0,6487.45,27.606170212765957,50.33543798253851,2906,12.36595744680851,235,1,72.82838908538952
12432.0,5059.32,46.845555555555556,75.6796474737069,1801,16.675925925925927,108,1,75.09809526192029
12433.0,13375.87,31.847309523809525,27.0369316523465,11071,26.35952380952381,420,1,49.475470525279356
